Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prereg_experience,dev_experience,dev_reputation_1,report_experience,report_reputation_1,report_reputation_2,prereg_barriers_1,prereg_barriers_2,prereg_barriers_3,report_consequences_1,report_consequences_2,report_consequences_3,assessed_cr_tr_a_1,assessed_cr_tr_a_2,cr_factors_a,tr_factors_a,assessed_cr_tr_b_1,assessed_cr_tr_b_2,cr_factors_b,tr_factors_b,assessed_cr_tr_c_1,assessed_cr_tr_c_2,cr_factors_c,tr_factors_c,fishy_c,assessed_cr_tr_d_1,assessed_cr_tr_d_2,cr_factors_d,tr_factors_d,fishy_d,practices_perception_1,practices_perception_2,practices_perception_3,requirement,guidance,norms,training,research_area,phd_defense,phd_defense_2_TEXT,country,scenario_version
100,370,True,2024-03-13 22:29:54,R_1LkpVAwB3IdckBb,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,100,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","research field,statistical methods,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,80,50,50,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",none,I rather agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,Brazil,D
100,1482,True,2024-03-13 22:30:57,R_71LQacRdvrQ3BNk,email,EN,Yes,Yes,Yes,I don't know,Yes,I rather agree,NA,NA,NA,NA,the same / equally,more,more,61,60,"statistical methods,information about deviations from the original plan","statistical methods,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,40,60,the journal where I would like to submit my paper/I have submitted my paper.,none,I don't know,No,Clinical Medicine,Year of my PhD defense:,1992,Spain,A
100,9636,True,2024-03-13 22:34:28,R_2p6XDTtEFDoMfRf,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I rather don't agree,the same / equally,the same / equally,more,NA,NA,NA,NA,81,86,"statistical methods,study design,wording of the text","sample size,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,30,none,none,I agree,No,Other:,Year of my PhD defense:,1984,United States,B
100,6820,True,2024-03-13 22:44:54,R_4kSx8fHicbTE0tY,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,8,8,"sample size,study design,wording of the text,information about deviations from the original plan","sample size,statistical methods,information about preregistration",I thought it was fishy,NA,NA,NA,NA,NA,20,70,10,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Clinical Medicine,I haven't had a PhD defense,-99,Germany,C
100,320,True,2024-03-13 22:50:43,R_51baMy5J80KkYBq,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text","statistical methods,study design,wording of the text,information about deviations from the original plan",I was indifferent about it,70,50,0,none,none,I don't agree,I don't know,Multidisciplinary,Year of my PhD defense:,2022,USA,D
100,583,True,2024-03-13 22:51:03,R_4PYq0yTit0QUas7,email,EN,Yes,Yes,Yes,I rather agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,75,75,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","study design,wording of the text,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,25,my PI or collaborators.,my PI or collaborators.,I agree,I don't know,Psychiatry / Psychology,I haven't had a PhD defense,-99,Australia,B
100,1625,True,2024-03-13 22:52:29,R_4aJalshjNiH8PAd,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,the same / equally,more,80,80,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,65,85,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I rather don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2015,Australia,A
100,295,True,2024-03-13 22:58:37,R_493OWXKaafJCtZJ,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I agree,the same / equally,less,more,NA,NA,NA,NA,NA,NA,NA,NA,80,80,"research field,sample size,statistical methods,study design,hypotheses,information about preregistration","research field,sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan",I didn't notice it,NA,NA,NA,NA,NA,80,49,50,my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Malaysia,C
100,1251,True,2024-03-13 22:59:10,R_4fJHlLv0aPBlz8x,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,less,less,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,90,"study design,hypotheses","sample size,information about deviations from the original plan",I thought it was a good decision,100,50,50,else:,none,I rather agree,No,Other:,Year of my PhD defense:,2022,Australia,D
100,774,True,2024-03-13 23:02:25,R_4GHyFeUwsBREZeN,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I rather agree,I agree,less,the same / equally,the same / equally,NA,NA,NA,NA,40,60,"statistical methods,study design,information about deviations from the original plan","sample size,statistical methods,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,60,my PI or collaborators.,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Multidisciplinary,I haven't had a PhD defense,-99,non,B
100,535,True,2024-03-13 23:10:34,R_2mCALxR4l3UGHMp,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,more,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,65,73,"sample size,statistical methods,study design,wording of the text","information about preregistration,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,58,56,13,else:,my PI or collaborators.,I don't know,No,Psychiatry / Psychology,I haven't had a PhD defense,-99,Australia,C
100,403,True,2024-03-13 23:11:47,R_264QujEdhpmtR1O,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I don't know,I agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,72,80,"study design,wording of the text,hypotheses","statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,76,48,none,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I rather agree,No,Clinical Medicine,I haven't had a PhD defense,-99,España,B
100,599,True,2024-03-13 23:11:47,R_2OxVKw3Ul9hYVON,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I rather don't agree,NA,NA,NA,the same / equally,less,the same / equally,60,60,"sample size,statistical methods,study design,wording of the text","sample size,statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,55,25,none,the journal where I would like to submit my paper/I have submitted my paper.,I rather agree,I don't know,Clinical Medicine,Year of my PhD defense:,2017,Sweden,A
100,306,True,2024-03-13 23:12:29,R_7bduqo4pKRKuRXj,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I rather don't agree,I agree,less,less,less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,"sample size,statistical methods,study design,hypotheses","statistical methods,study design,information about preregistration",I thought it was fishy,90,50,60,none,none,I don't agree,No,Social Sciences,Year of my PhD defense:,2017,United States,D
100,419,True,2024-03-13 23:14:39,R_5M4edL4cdaFkznB,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,more,NA,NA,NA,NA,NA,NA,NA,NA,80,62,"statistical methods,study design,information about deviations from the original plan","study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,61,20,29,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I don't agree,No,Social Sciences,Year of my PhD defense:,2020,Canada,C
100,383,True,2024-03-13 23:16:51,R_5hWd6VUdZWzO8y5,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I rather agree,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,91,92,"sample size,study design,wording of the text,information about preregistration","sample size,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,31,14,none,the journal where I would like to submit my paper/I have submitted my paper.,I don't know,No,Clinical Medicine,Year of my PhD defense:,2018,USA,B
100,536,True,2024-03-13 23:18:56,R_3svLpFYrqOTAgMy,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,24,49,"sample size,statistical methods,study design","information about deviations from the original plan,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,5,8,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2020,Italy,A
100,259,True,2024-03-13 23:29:03,R_4jceCzkwQIdc359,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,50,50,"sample size,statistical methods,study design,wording of the text","sample size,statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,61,60,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I agree,No,Clinical Medicine,Year of my PhD defense:,2024,Australia,B
100,323,True,2024-03-13 23:29:26,R_70PoMUYUyJYFEcp,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I don't agree,I agree,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan","wording of the text,hypotheses,information about deviations from the original plan",I thought it was a good decision,90,30,30,none,none,I don't agree,No,Other:,Year of my PhD defense:,1988,USA,D
100,813,True,2024-03-13 23:30:04,R_4xUiZdiz9WloUvf,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,80,88,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,71,64,100,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.,else:","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Other:,Year of my PhD defense:,2006,Australia,C
100,718,True,2024-03-13 23:32:07,R_2zdVT1DVRGBRIZp,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I agree,less,more,the same / equally,83,88,information about deviations from the original plan,"statistical methods,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,41,68,"my PI or collaborators.,else:","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,No,Social Sciences,Year of my PhD defense:,2017,USA,A
100,191,True,2024-03-13 23:33:46,R_5hQHFxTZiwWPY0q,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I agree,I agree,the same / equally,more,more,79,72,"statistical methods,study design,hypotheses","sample size,statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,48,27,none,none,I rather don't agree,No,Clinical Medicine,-99,-99,United states,A
100,542,True,2024-03-13 23:34:09,R_5WQljKSCmFCnwwV,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,95,"sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan","research field,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,90,63,80,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,No,Psychiatry / Psychology,I haven't had a PhD defense,-99,Canada,D
100,627,True,2024-03-13 23:36:30,R_3prQVrwMLmkcIph,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,60,80,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan,other:","wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,90,40,15,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't know,Yes,Psychiatry / Psychology,Year of my PhD defense:,2021,Canada,C
100,885,True,2024-03-13 23:46:18,R_4lryP3WlSUf9HUK,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,more,less,less,NA,NA,NA,NA,60,80,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,32,47,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Clinical Medicine,Year of my PhD defense:,-99,Colombia,B
100,3583,True,2024-03-13 23:51:59,R_4D8wVez5MAjNJLa,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,50,50,"sample size,statistical methods,study design","statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,53,21,the journal where I would like to submit my paper/I have submitted my paper.,none,I agree,No,Other:,Year of my PhD defense:,1998,Australia,A
100,244,True,2024-03-13 23:58:02,R_8tlC3v5txUkz7qN,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,more,less,less,NA,NA,NA,NA,63,64,"wording of the text,hypotheses","sample size,statistical methods,study design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,67,48,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Clinical Medicine,Year of my PhD defense:,2024,Spain,B
100,6220,True,2024-03-13 23:58:58,R_4U03ft7XTDiN3qN,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I rather don't agree,I don't know,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,"research field,statistical methods,study design","study design,wording of the text",I thought it was fishy,81,9,15,none,none,I don't know,No,Other:,Year of my PhD defense:,2010,Germany,D
